predicted,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95,model,target,train_end,holdout_year,horizon,date,observed
2.485444642126116e-05,1.6054997733433205e-05,3.2389410142084945e-05,1.4086383267185301e-05,3.915821035790604e-05,1.3720767275726894e-05,4.3650386005025135e-05,1.3010786115166622e-05,4.481187913503531e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,1,2022-01-01,3.741593001928536e-05
2.485444642126116e-05,1.6071335994608325e-05,3.223431565148224e-05,1.4086383267185301e-05,3.915821035790604e-05,1.346024637808651e-05,4.3650386005025135e-05,1.3010786115166622e-05,4.496300836354454e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,2,2022-02-01,3.4354626654071106e-05
2.485444642126116e-05,1.600598294990785e-05,3.2389410142084945e-05,1.4086383267185301e-05,3.915821035790604e-05,1.346024637808651e-05,4.3093091191525674e-05,1.273616929990577e-05,4.481187913503531e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,3,2022-03-01,4.05622695890889e-05
2.485444642126116e-05,1.59418717767528e-05,3.282810567664112e-05,1.3999430284054527e-05,3.935325684748794e-05,1.3357740411571065e-05,4.404513595591874e-05,1.273616929990577e-05,4.496300836354454e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,4,2022-04-01,3.5375061109142526e-05
2.485444642126116e-05,1.6325976252130734e-05,3.339592513485522e-05,1.4086383267185301e-05,3.935325684748794e-05,1.346024637808651e-05,4.3650386005025135e-05,1.273616929990577e-05,4.481187913503531e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,5,2022-05-01,3.6055350745856803e-05
2.485444642126116e-05,1.6325976252130734e-05,3.2658451383738585e-05,1.4086383267185301e-05,3.915821035790604e-05,1.346024637808651e-05,4.3093091191525674e-05,1.3010786115166622e-05,4.481187913503531e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,6,2022-06-01,3.66506041779818e-05
2.485444642126116e-05,1.5804934456849966e-05,3.1810179919225896e-05,1.3999430284054527e-05,3.915821035790604e-05,1.3357740411571065e-05,4.3093091191525674e-05,1.2730390144576588e-05,4.481187913503531e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,7,2022-07-01,4.107248681662461e-05
2.485444642126116e-05,1.6325976252130734e-05,3.2658451383738585e-05,1.4086383267185301e-05,3.935325684748794e-05,1.3707741230844879e-05,4.31209559322005e-05,1.3010786115166622e-05,4.481187913503531e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,8,2022-08-01,3.903161790648177e-05
2.485444642126116e-05,1.6071335994608325e-05,3.223431565148224e-05,1.4086383267185301e-05,3.915821035790604e-05,1.3720767275726894e-05,4.3093091191525674e-05,1.3003920694785103e-05,4.481187913503531e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,9,2022-09-01,3.639549556421394e-05
2.485444642126116e-05,1.59418717767528e-05,3.282810567664112e-05,1.4086383267185301e-05,3.915821035790604e-05,1.3357740411571065e-05,4.3093091191525674e-05,1.273616929990577e-05,4.481187913503531e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,10,2022-10-01,4.209292127169603e-05
2.485444642126116e-05,1.5786420486402168e-05,3.2658451383738585e-05,1.3999430284054527e-05,3.935325684748794e-05,1.3357740411571065e-05,4.3650386005025135e-05,1.273616929990577e-05,4.496300836354454e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,11,2022-11-01,3.77560748376425e-05
2.485444642126116e-05,1.6152295653703814e-05,3.282810567664112e-05,1.4086383267185301e-05,3.935325684748794e-05,1.3357740411571065e-05,4.3093091191525674e-05,1.2505003086738435e-05,4.481187913503531e-05,mean_residual_bootstrap,statewide_rate,2021-12-01,2022,12,2022-12-01,4.1157523021213896e-05
3.790832085092791e-05,3.620839614909258e-05,3.955828653598368e-05,3.4793643087702594e-05,4.1263191958973125e-05,3.36486365225025e-05,4.237225360487139e-05,3.3052280716522945e-05,4.4779319713480705e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,1,2022-01-01,3.741593001928536e-05
3.790832085092791e-05,3.5528165486925185e-05,4.025758718490926e-05,3.340771429331907e-05,4.288848404770934e-05,3.211226626811862e-05,4.495005194052476e-05,3.0927955892213125e-05,4.741108193213134e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,2,2022-02-01,3.4354626654071106e-05
3.790832085092791e-05,3.499492869556e-05,4.112697968689336e-05,3.2205097119507485e-05,4.446305907597215e-05,3.062189642995717e-05,4.6944693246927484e-05,2.9165633130022665e-05,5.0083059035713304e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,3,2022-03-01,4.05622695890889e-05
3.790832085092791e-05,3.446936803983505e-05,4.1642857093067206e-05,3.130347713411203e-05,4.5998809927810965e-05,2.9326046740715336e-05,4.9146647935864575e-05,2.766529695591991e-05,5.28653280650979e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,4,2022-04-01,3.5375061109142526e-05
3.790832085092791e-05,3.412638630642872e-05,4.240378204742613e-05,3.061198856182489e-05,4.692299893856822e-05,2.820253380031974e-05,5.0553923505371956e-05,2.655250598719316e-05,5.413407044063552e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,5,2022-05-01,3.6055350745856803e-05
3.790832085092791e-05,3.399216061542515e-05,4.288808258658903e-05,2.9756308928937632e-05,4.838924865546735e-05,2.7252222894071614e-05,5.195037223234488e-05,2.4972402587146218e-05,5.5975127661049204e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,6,2022-06-01,3.66506041779818e-05
3.790832085092791e-05,3.3479392511154915e-05,4.344098537127358e-05,2.9055023920544926e-05,4.9221529828352675e-05,2.6392719212529183e-05,5.342869739715105e-05,2.3898348993037256e-05,5.747255013021513e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,7,2022-07-01,4.107248681662461e-05
3.790832085092791e-05,3.308904365646741e-05,4.4124463355646996e-05,2.8564421917359458e-05,5.0352088251167904e-05,2.5430463738904782e-05,5.4553262975555073e-05,2.3495420000361585e-05,5.808235029575738e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,8,2022-08-01,3.903161790648177e-05
3.790832085092791e-05,3.273106845546718e-05,4.443140801246578e-05,2.7840433804274127e-05,5.098910668667242e-05,2.5149051754980746e-05,5.525051238410027e-05,2.2762627279217864e-05,5.933638454097194e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,9,2022-09-01,3.639549556421394e-05
3.790832085092791e-05,3.247838220385426e-05,4.496788792758168e-05,2.7435071243860564e-05,5.174653054362238e-05,2.457711103737632e-05,5.624989051694219e-05,2.1877200224074344e-05,6.058048126358537e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,10,2022-10-01,4.209292127169603e-05
3.790832085092791e-05,3.241525114816432e-05,4.539939682677992e-05,2.743590721077192e-05,5.2395815973709616e-05,2.395313824142792e-05,5.717691408218177e-05,2.1556847157954794e-05,6.168191642115037e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,11,2022-11-01,3.77560748376425e-05
3.790832085092791e-05,3.227608531196416e-05,4.589354104997613e-05,2.6870195313837242e-05,5.270403793611032e-05,2.3686145060022787e-05,5.7894346570928285e-05,2.0743269046074554e-05,6.24587465394677e-05,naive_residual_bootstrap,statewide_rate,2021-12-01,2022,12,2022-12-01,4.1157523021213896e-05
3.8041404301116414e-05,3.620839614909258e-05,3.9645126835197134e-05,3.476971643223095e-05,4.125627041638552e-05,3.3591271433886344e-05,4.19976178062163e-05,3.273386491740049e-05,4.290904468451331e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,1,2022-01-01,3.741593001928536e-05
3.817448775130492e-05,3.5608041950708995e-05,4.037139181864276e-05,3.3424989600888835e-05,4.267122479978779e-05,3.220964520760441e-05,4.4245777139443605e-05,3.0926461529681865e-05,4.6072507228525466e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,2,2022-02-01,3.4354626654071106e-05
3.830757120149343e-05,3.519459357743358e-05,4.1068022151914845e-05,3.241533367114063e-05,4.421965073231275e-05,3.0753100236447515e-05,4.632431590442918e-05,2.919682375634416e-05,4.90230758681219e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,3,2022-03-01,4.05622695890889e-05
3.8440654651681935e-05,3.458269286530352e-05,4.193383154422429e-05,3.155414883060782e-05,4.5455849951983874e-05,2.9745578972580684e-05,4.786802022815112e-05,2.7888932411958337e-05,5.103771116501455e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,4,2022-04-01,3.5375061109142526e-05
3.857373810187044e-05,3.428311872444207e-05,4.2510128954123893e-05,3.0612892689123134e-05,4.6458326484157e-05,2.865945697925895e-05,4.936535258410221e-05,2.6836410551496186e-05,5.236774703551588e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,5,2022-05-01,3.6055350745856803e-05
3.8706821552058945e-05,3.380437943067044e-05,4.3014090513742584e-05,3.0171539785908333e-05,4.7674992087436085e-05,2.7835876993662936e-05,5.1032797291622875e-05,2.580223104769308e-05,5.427557246811251e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,6,2022-06-01,3.66506041779818e-05
3.883990500224745e-05,3.349933116988457e-05,4.3572101811508174e-05,2.9474476688884857e-05,4.863409912998662e-05,2.6881668405103173e-05,5.206198317947919e-05,2.489161389211178e-05,5.546770332968964e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,7,2022-07-01,4.107248681662461e-05
3.8972988452435955e-05,3.3180835142705904e-05,4.4121430049880804e-05,2.8532135173051514e-05,4.9876090308418656e-05,2.6091009241422025e-05,5.36964200600879e-05,2.3872791244207762e-05,5.7039039439861195e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,8,2022-08-01,3.903161790648177e-05
3.910607190262447e-05,3.285710370987995e-05,4.42059131783039e-05,2.8007859724024713e-05,5.066428900815952e-05,2.551093865936341e-05,5.4652468538083106e-05,2.3059303603763e-05,5.8119446026046396e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,9,2022-09-01,3.639549556421394e-05
3.923915535281297e-05,3.2617023569999105e-05,4.4737778164023346e-05,2.7435816811585238e-05,5.149987877360513e-05,2.4576696098342823e-05,5.551244604552636e-05,2.170005132909313e-05,5.9570405626697745e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,10,2022-10-01,4.209292127169603e-05
3.937223880300148e-05,3.236641073898758e-05,4.555062368279408e-05,2.701887713132636e-05,5.208842123006671e-05,2.378482766875088e-05,5.621281804967478e-05,2.1554536978860317e-05,5.969603212740724e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,11,2022-11-01,3.77560748376425e-05
3.950532225318998e-05,3.219096086364722e-05,4.5909190237090604e-05,2.6543537659823435e-05,5.282596366717109e-05,2.321802288200357e-05,5.722951816781977e-05,2.044221459734868e-05,6.0317451164396795e-05,drift_residual_bootstrap,statewide_rate,2021-12-01,2022,12,2022-12-01,4.1157523021213896e-05
4.2498117545883304e-05,4.204562498269593e-05,4.6642965115989546e-05,3.9918374879200476e-05,5.064090255858983e-05,3.3316468758992456e-05,5.382775592417908e-05,2.9737241254760523e-05,5.7660175789403325e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,1,2022-01-01,3.741593001928536e-05
3.586841120872551e-05,3.55027952172671e-05,4.001325877883175e-05,3.328866854204268e-05,4.414843441239281e-05,2.8397920608902115e-05,4.719804958702128e-05,2.5241929866626235e-05,5.103046945224553e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,2,2022-02-01,3.4354626654071106e-05
4.496300836354454e-05,4.456841467477242e-05,4.910785593365078e-05,4.238326569686171e-05,5.3119517195347134e-05,3.922850723310965e-05,5.6292646741840315e-05,3.433652702144527e-05,6.012506660706456e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,3,2022-03-01,4.05622695890889e-05
4.436803471790217e-05,4.413794772114576e-05,4.85895554622231e-05,4.2357470821194e-05,5.25108197306087e-05,3.9529624943473355e-05,5.5697673096197945e-05,3.37415533758029e-05,6.027579691094931e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,4,2022-04-01,3.5375061109142526e-05
4.3093091191525674e-05,4.2902861751515724e-05,4.7506508754740446e-05,4.073202536967378e-05,5.12358762042322e-05,3.5622600591702285e-05,5.448349209566979e-05,3.24666098494264e-05,5.900085338457281e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,5,2022-05-01,3.6055350745856803e-05
3.858829073166204e-05,3.822267474020364e-05,4.280981147598297e-05,3.598227272744041e-05,4.673107574436857e-05,2.9406641944771194e-05,4.991792910995782e-05,2.796180938956277e-05,5.3750348975182063e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,6,2022-06-01,3.66506041779818e-05
4.2583113780975075e-05,4.222008691681925e-05,4.672796135108132e-05,4.000337111429225e-05,5.0725898793681604e-05,3.6848612650540187e-05,5.381087957418468e-05,3.227864539353796e-05,5.7745172024495096e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,7,2022-07-01,4.107248681662461e-05
4.096818531423151e-05,4.060515845007568e-05,4.538160287744628e-05,3.838844264754868e-05,4.9568330917336384e-05,3.514688471032723e-05,5.235858621837562e-05,3.0341703972132235e-05,5.6875947507278644e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,8,2022-08-01,3.903161790648177e-05
4.105318154932327e-05,4.0690154685167444e-05,4.543862047657564e-05,3.867024804298829e-05,4.965332715242815e-05,3.358269094949988e-05,5.244358245346739e-05,3.0426700207224e-05,5.696094374237041e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,9,2022-09-01,3.639549556421394e-05
3.935325684748794e-05,3.899022998333211e-05,4.3738695774740306e-05,3.677351418080511e-05,4.749604186019447e-05,3.188276624766455e-05,5.0682895225783715e-05,2.8726775505388668e-05,5.451531509100796e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,10,2022-10-01,4.209292127169603e-05
3.765333214565261e-05,3.7423245148896196e-05,4.206674970886738e-05,3.559149095624567e-05,4.6253477748757485e-05,3.191883101521772e-05,4.9043733049796724e-05,2.7026850803553337e-05,5.2834032987910874e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,11,2022-11-01,3.77560748376425e-05
3.790832085092791e-05,3.762954515868296e-05,4.232173841414268e-05,3.584647966152097e-05,4.618834405459521e-05,3.217381972049302e-05,4.923795922922368e-05,2.7281839508828636e-05,5.3816083043975045e-05,seasonal_naive_residual_bootstrap,statewide_rate,2021-12-01,2022,12,2022-12-01,4.1157523021213896e-05
3.531614924462555e-05,3.12757134676782e-05,3.962738291044393e-05,2.8860256656668816e-05,4.328557240767865e-05,2.667173077040969e-05,4.623267987613804e-05,2.649141212863932e-05,4.669710322020057e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,1,2022-01-01,3.741593001928536e-05
3.343092515946029e-05,2.9331165808901752e-05,3.774215882527867e-05,2.624591961306821e-05,4.1400348322513394e-05,2.477055820667858e-05,4.2926655049870055e-05,2.460618804347406e-05,4.481187913503531e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,2,2022-02-01,3.4354626654071106e-05
3.6993585200491435e-05,3.28938258499329e-05,4.036252918758798e-05,2.9808579654099357e-05,4.422802826877408e-05,2.8333218247709728e-05,4.64893150909012e-05,2.8168848084505206e-05,4.837453917606646e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,3,2022-03-01,4.05622695890889e-05
3.713359164961953e-05,3.303383229906099e-05,4.050253563671607e-05,2.994858610322745e-05,4.436803471790217e-05,2.847322469683782e-05,4.662932154002929e-05,2.8308854533633298e-05,4.851454562519455e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,4,2022-04-01,3.5375061109142526e-05
4.079390697924683e-05,3.669414762868829e-05,4.416285096634337e-05,3.3608901432854746e-05,4.876333014229993e-05,3.213354002646512e-05,5.171043761075932e-05,3.19691698632606e-05,5.217486095482185e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,5,2022-05-01,3.6055350745856803e-05
3.7819337238175765e-05,3.377890146122842e-05,4.118828122527231e-05,3.1363444650219034e-05,4.505378030645841e-05,2.9158970285394058e-05,4.731506712858553e-05,2.8994600122189536e-05,4.920029121375079e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,6,2022-06-01,3.66506041779818e-05
3.7938614540831826e-05,3.389817876388448e-05,4.224984820665021e-05,3.075360899443975e-05,4.590803770388493e-05,2.9293398642687676e-05,4.885514517234432e-05,2.9113877424845597e-05,4.931956851640685e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,7,2022-07-01,4.107248681662461e-05
3.484825526536658e-05,3.074849591480804e-05,3.8217199252463125e-05,2.8392362677409848e-05,4.2817678428419685e-05,2.620383679115072e-05,4.576478589687907e-05,2.602351814938035e-05,4.6229209240941604e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,8,2022-08-01,3.903161790648177e-05
3.603846606546272e-05,3.1938706714904186e-05,3.940741005255927e-05,2.8853460519070645e-05,4.400788922851583e-05,2.7394047591246864e-05,4.553419595587249e-05,2.7213728949476493e-05,4.741942004103775e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,9,2022-09-01,3.639549556421394e-05
3.484697669208766e-05,3.080654091514031e-05,3.915821035790604e-05,2.766197114569558e-05,4.20814197603703e-05,2.618660973930595e-05,4.4342706582497424e-05,2.602223957610143e-05,4.622793066766268e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,10,2022-10-01,4.209292127169603e-05
3.455873275308854e-05,3.0458973402530006e-05,3.792767674018509e-05,2.810284016513181e-05,4.252815591614165e-05,2.5914314278872684e-05,4.405446264349831e-05,2.5733995637102314e-05,4.593968672866357e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,11,2022-11-01,3.77560748376425e-05
3.453937686383136e-05,3.0439617513272827e-05,3.885061052964975e-05,2.7354371317439286e-05,4.250880002688447e-05,2.5879009911049656e-05,4.545590749534386e-05,2.5714639747845134e-05,4.592033083940639e-05,recent_5_year_same_month_bootstrap,statewide_rate,2021-12-01,2022,12,2022-12-01,4.1157523021213896e-05
4.477004533181076e-05,4.4052021872349476e-05,4.547731492753624e-05,4.31978954662179e-05,4.675420590586826e-05,4.269083534811736e-05,5.1588157453989145e-05,4.074124074933778e-05,5.6595059283763977e-05,stl_loess_residual_bootstrap,statewide_rate,2021-12-01,2022,1,2022-01-01,3.741593001928536e-05
3.947277040210192e-05,3.88308982003984e-05,4.018380876914777e-05,3.8177097847518794e-05,4.130472168621986e-05,3.739356041840852e-05,4.386969673410804e-05,3.5469519402166644e-05,4.788646109884542e-05,stl_loess_residual_bootstrap,statewide_rate,2021-12-01,2022,2,2022-02-01,3.4354626654071106e-05
4.772103155821039e-05,4.70745749299638e-05,4.8428301153935866e-05,4.6362544190892037e-05,4.966635638849258e-05,4.559989915695094e-05,5.238336996531167e-05,4.369222697573741e-05,5.646312443114989e-05,stl_loess_residual_bootstrap,statewide_rate,2021-12-01,2022,3,2022-03-01,4.05622695890889e-05
4.514125915018905e-05,4.449480252194246e-05,4.5852297517234896e-05,4.384558659560592e-05,4.7086583980471236e-05,4.3213901467343665e-05,4.953818548219517e-05,4.113800815025377e-05,5.388335202312855e-05,stl_loess_residual_bootstrap,statewide_rate,2021-12-01,2022,4,2022-04-01,3.5375061109142526e-05
4.592574498216647e-05,4.5270250147663405e-05,4.6633394489573975e-05,4.4567257614848116e-05,4.787106981244866e-05,4.384653499847307e-05,5.032267131417259e-05,4.192249398223119e-05,5.466783785510597e-05,stl_loess_residual_bootstrap,statewide_rate,2021-12-01,2022,5,2022-05-01,3.6055350745856803e-05
4.318120838697563e-05,4.249859893370313e-05,4.3889997629429214e-05,4.1885535832392504e-05,4.516536896103313e-05,4.125385070413025e-05,4.9999320509154014e-05,3.9177957387040354e-05,5.5006222338928845e-05,stl_loess_residual_bootstrap,statewide_rate,2021-12-01,2022,6,2022-06-01,3.66506041779818e-05
4.695344519657618e-05,4.631310113705369e-05,4.7662234439029766e-05,4.5657772641993056e-05,4.889877002685837e-05,4.508177641094659e-05,5.1615783603677456e-05,4.3083319609131865e-05,5.569553806951568e-05,stl_loess_residual_bootstrap,statewide_rate,2021-12-01,2022,7,2022-07-01,4.107248681662461e-05
4.448206179177108e-05,4.379945233849858e-05,4.5193100158816935e-05,4.312357442445273e-05,4.642738662205327e-05,4.240285180807768e-05,4.914440019887236e-05,4.04788107918358e-05,5.6307075743724296e-05,stl_loess_residual_bootstrap,statewide_rate,2021-12-01,2022,8,2022-08-01,3.903161790648177e-05
4.595814691332034e-05,4.531169028507375e-05,4.666693615577392e-05,4.4662474358737214e-05,4.794230748737784e-05,4.4030789230474956e-05,5.277625903549872e-05,4.195489591338506e-05,5.7783160865273554e-05,stl_loess_residual_bootstrap,statewide_rate,2021-12-01,2022,9,2022-09-01,3.639549556421394e-05
4.4969643101853714e-05,4.4287033648581213e-05,4.563993089894218e-05,4.361115573453536e-05,4.6594067303647107e-05,4.304228541900833e-05,4.883833709839297e-05,4.096639210191844e-05,5.3711735974793216e-05,stl_loess_residual_bootstrap,statewide_rate,2021-12-01,2022,10,2022-10-01,4.209292127169603e-05
